"2025年7月調査・ﾀﾚﾝﾄｲﾒｰｼﾞ",,,,,,,,,,
"女性ﾀﾚﾝﾄ/女性20〜34歳/並び順:人気度",,,,,,,,,,
,,,,,,,,,,
,,,,"イメージ",,,,,,
"順位","タレント名","人気度","知名度","おもしろい","清潔感がある","個性的な","信頼できる","かわいい","カッコいい","大人の魅力がある"
1,"北川　景子",52.6,88.8,7.7,19.3,5.0,14.9,28.2,37.7,35.0
2,"新垣　結衣",51.5,88.8,4.1,27.1,5.8,12.2,53.8,5.0,13.2
3,"長澤　まさみ",46.6,84.9,6.8,17.2,7.7,13.9,31.3,22.8,27.3
4,"芦田　愛菜",45.3,88.0,4.6,27.5,5.2,30.6,38.7,7.2,4.3
5,"戸田　恵梨香",44.7,84.5,8.7,12.0,6.2,9.3,29.4,23.2,19.5
6,"いとう　あさこ",44.5,86.7,53.8,2.9,13.0,11.6,2.9,4.1,6.6
7,"ガンバレル−ヤ",44.1,86.7,51.8,1.4,20.1,6.0,10.4,1.5,1.4
8,"綾瀬　はるか",42.7,85.9,14.1,23.6,11.0,10.6,40.2,8.3,20.3
9,"渡辺　直美",42.6,89.2,52.0,2.7,36.9,8.3,10.8,15.5,4.4
10,"阿佐ヶ谷姉妹",41.8,88.0,48.4,4.6,23.4,8.9,3.5,2.1,6.2
11,"今田　美桜",41.6,79.3,2.9,13.9,4.8,4.4,51.8,4.8,4.1
12,"天海　祐希",41.4,81.6,7.7,10.8,6.6,20.3,1.9,42.0,39.1
13,"石原　さとみ",40.8,86.5,3.1,16.4,5.2,8.9,46.8,11.6,24.0
14,"有村　架純",38.3,86.3,2.7,17.4,3.1,7.7,48.7,1.9,6.0
15,"川口　春奈",38.1,81.4,14.5,15.7,5.4,8.3,43.5,8.1,4.4
16,"吉高　由里子",37.3,80.5,19.9,10.1,18.8,7.2,27.3,9.5,14.1
17,"多部　未華子",36.9,80.7,3.1,13.7,9.3,7.5,31.3,3.5,6.4
18,"橋本　環奈",36.4,89.0,15.5,11.0,5.8,3.5,57.6,4.1,2.7
19,"横澤　夏子",34.0,81.0,43.5,3.9,14.7,8.7,3.3,2.3,2.9
20,"仲　里依紗",33.8,80.3,25.7,4.8,33.1,7.2,15.9,13.7,6.6
21,"大久保　佳代子",32.9,83.9,50.7,2.3,14.9,8.1,1.5,2.1,8.9
22,"伊藤　沙莉",32.7,71.4,15.5,4.8,18.8,5.6,16.1,3.9,1.9
23,"小池　栄子",32.5,79.5,19.5,7.2,10.3,10.3,4.1,20.1,25.1
24,"榮倉　奈々",32.1,79.3,3.3,12.8,4.3,6.8,21.3,17.4,14.3
25,"松嶋　菜々子",31.7,78.5,1.4,14.3,2.7,8.1,9.5,16.1,41.4
26,"安藤　サクラ",31.5,74.5,7.9,4.4,29.2,8.5,3.5,15.9,19.1
27,"近藤　春菜",31.3,86.8,52.8,3.1,13.0,7.2,3.7,2.5,1.9
27,"広瀬　アリス",31.3,84.3,18.8,9.3,6.2,5.4,27.1,9.7,5.4
27,"米倉　涼子",31.3,83.9,4.8,7.5,7.0,9.9,2.9,37.1,36.9
30,"松　たか子",30.6,82.2,6.0,8.1,7.7,13.3,6.2,10.8,30.8
31,"上戸　彩",30.0,86.3,3.5,14.3,3.3,9.3,34.8,5.4,14.3
31,"高畑　充希",30.0,80.3,4.1,11.4,11.6,7.0,31.1,5.4,4.4
33,"杏",29.8,82.8,1.9,10.6,7.7,12.0,9.3,22.4,24.2
33,"佐藤　栞里",29.8,80.1,12.8,13.3,7.7,10.3,29.8,1.0,2.1
35,"イモトアヤコ",29.0,84.1,44.9,2.3,18.6,7.2,3.7,5.4,1.9
36,"石田　ゆり子",28.8,69.6,1.4,12.6,2.7,8.5,16.4,5.2,31.7
37,"福原　遥",28.6,70.0,1.9,12.0,2.7,4.1,39.8,1.2,2.1
38,"佐々木　希",28.4,84.1,2.3,14.1,4.4,4.6,45.1,7.5,10.3
38,"浜辺　美波",28.4,81.0,2.1,20.9,2.5,3.5,50.7,2.1,3.7
38,"杉咲　花",28.4,75.0,2.1,11.8,10.6,7.5,33.7,2.3,1.7
41,"藤本　美貴",28.0,72.1,19.0,6.8,4.6,11.6,13.2,6.6,7.2
42,"仲間　由紀恵",27.9,82.8,4.3,10.4,7.7,8.3,4.6,15.9,34.4
42,"中条　あやみ",27.9,77.0,2.3,9.5,4.8,3.1,35.4,8.9,7.5
42,"野呂　佳代",27.9,72.7,33.5,2.5,11.0,5.4,12.8,2.3,3.1
45,"白石　麻衣",27.5,82.0,2.5,17.8,2.1,3.3,42.6,4.1,5.4
45,"比嘉　愛未",27.5,65.8,2.7,12.0,1.9,5.4,24.8,7.5,15.3
47,"田中　みな実",26.7,84.5,6.6,15.1,11.0,9.3,30.4,9.3,22.2
47,"波瑠",26.7,79.7,3.7,14.3,6.6,5.0,20.5,10.6,11.6
49,"深田　恭子",26.1,82.6,1.4,9.3,7.9,4.8,37.5,3.5,22.6
50,"菜々緒",25.9,83.2,2.1,8.1,7.9,5.0,6.2,42.2,24.4
50,"友近",25.9,82.2,44.9,2.3,16.1,5.0,1.2,3.1,6.6
52,"指原　莉乃",25.7,86.1,27.9,4.8,8.1,9.7,17.0,3.5,3.1
53,"広瀬　すず",25.5,88.4,2.7,12.2,3.5,4.3,46.8,4.1,3.3
53,"若槻　千夏",25.5,81.4,32.7,3.5,13.0,4.8,10.6,3.9,2.7
53,"小松　菜奈",25.5,77.9,1.5,6.4,26.9,2.3,18.2,24.0,9.3
53,"生見　愛瑠",25.5,75.6,7.4,9.3,7.4,2.3,42.0,1.4,1.0
53,"江口　のりこ",25.5,68.3,8.3,3.9,26.9,7.5,0.8,11.4,16.2
53,"芳根　京子",25.5,63.8,3.3,10.6,3.7,4.4,29.4,2.1,3.3
59,"ファ−ストサマ−ウイカ",25.3,76.8,35.6,3.7,15.5,4.4,5.8,9.9,5.2
60,"桐谷　美玲",25.1,83.0,0.8,11.8,2.5,4.3,41.8,8.3,5.6
60,"新木　優子",25.1,67.9,0.8,11.6,3.3,2.5,30.2,8.9,7.5
62,"小芝　風花",25.0,67.3,5.0,9.9,4.4,4.3,32.7,1.7,2.3
62,"清野　菜名",25.0,66.3,1.9,15.3,6.8,4.4,25.1,7.2,3.7
64,"池田　美優",24.8,83.6,13.9,4.6,11.0,7.0,20.1,18.8,3.5
64,"木村　佳乃",24.8,76.4,13.3,7.7,5.8,6.2,5.0,13.0,26.1
64,"朝日　奈央",24.8,72.9,31.3,5.2,6.8,4.3,15.3,2.1,1.9
67,"宇多田　ヒカル",24.4,83.8,1.4,4.6,23.0,7.4,3.5,19.3,14.9
67,"吉岡　里帆",24.4,78.3,4.3,14.7,4.3,4.3,36.8,3.3,6.8
67,"内田　有紀",24.4,63.2,1.7,9.7,3.9,4.4,14.1,11.4,25.5
70,"井上　真央",24.0,72.9,1.7,9.5,3.5,6.4,23.2,4.1,7.2
71,"吉田　羊",23.6,74.7,4.3,7.9,10.6,7.0,2.7,17.8,30.9
72,"おかずクラブ",23.2,82.4,41.4,1.0,16.8,1.9,3.3,1.4,0.2
72,"柴咲　コウ",23.2,80.3,1.0,7.0,10.6,5.0,8.1,21.3,26.1
72,"二階堂　ふみ",23.2,78.1,0.8,9.7,12.6,4.4,20.9,13.5,10.3
75,"アン　ミカ",23.0,84.9,26.3,4.1,26.7,7.0,1.9,11.4,13.0
76,"滝沢　カレン",22.8,82.4,33.1,5.6,20.9,1.9,14.5,7.2,4.3
76,"蒼井　優",22.8,78.5,2.5,13.7,14.1,5.0,17.8,4.4,11.0
76,"満島　ひかり",22.8,71.0,3.5,7.7,14.5,4.8,12.2,13.5,13.3
76,"吉瀬　美智子",22.8,66.3,2.3,8.3,4.3,4.6,4.6,21.9,35.2
80,"黒沢　かずこ",22.4,80.7,47.8,1.0,13.9,3.3,2.7,1.4,2.3
80,"大島　美幸",22.4,80.5,44.3,1.9,11.2,3.3,1.4,1.7,1.7
80,"上白石　萌音",22.4,81.0,4.8,11.4,7.9,9.3,25.0,2.1,2.3
83,"やす子",22.2,86.1,35.0,2.3,17.6,6.6,8.3,1.7,1.7
83,"木南　晴夏",22.2,61.7,7.9,6.4,13.9,3.9,13.2,2.9,6.6
83,"畑　芽育",22.2,45.5,4.8,7.9,2.7,2.9,28.6,1.0,1.2
86,"本田　翼",21.7,81.8,6.0,9.3,7.0,2.5,35.6,3.3,3.7
86,"柳原　可奈子",21.7,79.5,30.9,2.7,8.7,3.3,15.7,0.6,1.0
86,"宮崎　あおい",21.7,76.4,1.2,12.6,4.3,3.3,31.5,1.7,9.5
86,"山本　美月",21.7,70.6,1.4,10.1,3.9,2.9,27.9,9.9,7.2
90,"藤田　ニコル",21.3,84.1,8.1,6.0,13.0,5.4,30.4,5.2,1.2
90,"志田　未来",21.3,76.2,2.5,8.3,6.6,5.0,25.5,1.7,2.5
90,"幾田　りら",21.3,68.9,1.0,3.9,11.4,4.1,19.0,5.0,1.0
93,"あの",21.1,84.5,15.5,2.5,44.3,1.0,20.1,3.3,1.0
93,"生田　絵梨花",21.1,69.4,4.3,10.3,4.4,3.5,32.5,3.1,2.5
95,"浅田　真央",20.7,84.7,0.8,10.4,4.1,5.8,15.1,2.7,2.9
95,"大島　優子",20.7,82.4,8.3,6.6,2.9,3.9,25.0,4.3,3.3
95,"ヒコロヒ−",20.7,74.5,31.7,1.9,18.2,2.9,1.4,11.8,5.2
95,"松岡　茉優",20.7,71.4,6.6,7.0,7.0,3.5,25.9,3.1,4.4
95,"鈴木　愛理",20.7,49.7,4.3,6.4,4.1,4.6,28.0,4.4,2.1
100,"篠原　涼子",20.5,78.5,4.1,8.1,7.0,4.6,5.4,20.3,30.9
100,"河北　麻友子",20.5,77.4,15.5,6.0,10.1,2.9,26.1,7.0,5.8
102,"ＹＯＵ",20.1,81.4,21.3,2.9,26.3,4.6,4.4,10.6,18.6
102,"夏木　マリ",20.1,74.5,5.2,2.7,19.9,7.0,1.4,26.7,28.8
102,"山本　舞香",20.1,68.7,4.8,3.7,9.9,2.5,20.3,23.0,3.7
105,"平　愛梨",19.9,75.0,13.5,5.0,9.1,2.1,26.5,2.5,1.9
106,"上白石　萌歌",19.7,79.9,1.4,9.1,8.1,3.7,28.4,1.2,1.4
106,"宮脇　咲良",19.7,60.7,2.3,6.4,4.3,5.6,30.8,10.3,3.1
108,"椿　鬼奴",19.5,79.7,40.0,0.2,20.3,1.7,0.8,5.2,4.6
108,"上野　樹里",19.5,70.0,3.9,6.2,16.8,3.5,13.3,6.8,7.7
110,"川栄　李奈",19.3,73.3,8.1,6.6,4.6,4.1,30.9,1.7,1.2
110,"木村　文乃",19.3,69.2,0.8,10.3,4.3,4.1,18.6,4.6,14.5
112,"齋藤　飛鳥",19.1,73.5,1.7,7.5,6.6,1.0,39.8,3.7,1.2
112,"渋谷　凪咲",19.1,56.5,21.3,6.4,7.2,2.5,23.6,0.6,0.4
114,"菅野　美穂",19.0,73.7,5.0,6.8,6.4,3.7,9.9,4.6,20.5
114,"高嶋　ちさ子",19.0,79.7,19.7,3.5,17.4,6.8,1.4,12.8,14.3
114,"水川　あさみ",19.0,72.9,7.4,7.4,7.9,4.1,7.0,12.6,15.1
117,"王林",18.8,76.2,19.9,3.1,16.1,1.9,23.2,2.3,0.4
117,"ぼる塾",18.8,76.2,32.5,1.0,16.4,1.7,2.3,0.6,0.8
117,"ＭＥＧＵＭＩ",18.8,73.5,10.8,5.6,10.6,6.0,3.7,17.2,18.8
117,"松本　若菜",18.8,43.3,5.8,6.4,3.1,5.0,10.1,8.7,12.0
121,"ロ−ラ",18.6,85.7,13.0,3.5,21.9,3.1,20.1,19.0,8.3
121,"武井　咲",18.6,79.7,1.4,14.1,4.6,4.3,26.3,8.7,9.5
121,"黒木　華",18.6,70.2,1.5,9.5,16.8,4.4,12.0,1.9,8.9
124,"松本　まりか",18.4,69.2,6.0,5.2,19.9,1.9,16.1,3.5,14.1
124,"夏帆",18.4,64.6,3.3,9.3,8.7,2.3,20.5,2.9,3.7
124,"桜田　ひより",18.4,54.4,1.7,6.6,2.9,1.2,31.5,1.2,1.4
127,"土屋　太鳳",18.2,82.4,2.5,11.4,11.4,5.4,18.4,7.5,7.0
127,"清原　果耶",18.2,56.5,1.4,12.0,5.0,3.1,24.0,2.7,1.7
129,"ゆりやんレトリィバァ",18.0,84.5,36.9,1.2,22.8,2.5,1.7,2.3,1.2
130,"池田　エライザ",17.6,72.5,1.5,5.4,11.0,1.7,20.1,12.4,8.7
130,"西野　七瀬",17.6,71.6,2.7,10.1,5.2,1.9,36.2,0.6,2.7
130,"奈緒",17.6,62.7,1.4,7.4,11.2,2.7,17.8,1.5,3.9
130,"河合　優実",17.6,42.4,1.2,5.6,11.4,3.5,8.3,7.4,4.3
134,"丸山　礼",17.4,65.4,33.8,2.3,11.8,2.5,3.9,1.0,1.5
135,"吉永　小百合",17.2,72.1,0.8,9.9,1.5,9.1,2.3,5.0,34.8
136,"かなで",16.8,73.5,37.3,1.9,11.4,1.7,10.1,0.4,0.6
137,"谷　まりあ",16.6,57.1,8.9,3.5,3.3,1.0,24.2,5.0,3.3
138,"安達　祐実",16.4,75.4,2.3,6.4,6.4,5.0,25.9,3.3,14.7
138,"中村　アン",16.4,70.0,1.4,6.2,4.6,4.1,11.4,20.9,17.4
140,"真矢　ミキ",16.2,70.8,1.5,6.0,4.1,6.2,2.1,20.7,30.9
140,"ゆうちゃみ",16.2,73.1,12.2,2.1,8.3,1.0,21.9,3.7,0.8
140,"永尾　柚乃",16.2,64.4,8.7,1.5,12.4,0.8,27.1,0.2,0.2
140,"森川　葵",16.2,58.6,5.0,6.2,11.4,2.9,17.0,5.4,2.1
140,"市川　実日子",16.2,49.7,2.1,3.7,15.3,5.2,3.5,9.3,11.8
145,"のん",16.1,66.5,2.3,7.2,16.2,2.1,19.3,2.7,1.5
145,"百田　夏菜子",16.1,65.6,6.6,6.0,4.4,3.1,30.2,2.7,1.9
145,"吉川　愛",16.1,42.7,1.5,5.2,2.9,1.4,21.7,2.7,1.2
148,"中谷　美紀",15.7,60.0,0.6,6.4,4.4,4.3,2.5,10.1,30.4
149,"倉科　カナ",15.5,65.8,1.7,7.0,4.6,2.1,25.3,3.7,10.3
150,"大竹　しのぶ",15.3,79.1,6.8,3.5,16.1,7.2,3.5,4.4,25.1
150,"松下　奈緒",15.3,71.8,2.1,12.0,1.7,5.8,5.0,9.9,26.3
150,"麻生　久美子",15.3,55.1,1.4,7.9,2.9,4.1,5.4,6.4,22.8
153,"前田　敦子",15.1,83.8,2.5,4.8,9.3,1.9,19.9,2.1,4.4
153,"トリンドル　玲奈",15.1,78.3,2.7,6.6,6.4,1.5,35.6,1.9,2.1
153,"森　泉",15.1,77.8,20.9,2.9,15.7,1.7,6.0,7.9,4.1
153,"りょう",15.1,53.6,0.8,4.4,9.3,3.7,1.4,23.6,22.6
153,"堀田　真由",15.1,52.0,1.9,6.0,2.7,1.5,21.3,2.3,2.7
158,"柏木　由紀",14.9,80.3,8.9,5.2,4.3,3.5,19.1,1.7,2.1
159,"木村　カエラ",14.7,80.1,1.9,2.5,32.9,2.1,11.0,5.6,5.6
159,"宮崎　美子",14.7,65.2,2.1,5.4,3.3,7.5,3.3,1.4,19.9
159,"森　七菜",14.7,68.3,2.1,6.2,5.6,1.0,29.8,1.4,1.4
162,"ＳＨＥＬＬＹ",14.5,77.2,20.5,3.9,11.6,6.8,1.9,8.3,4.8
162,"ホラン　千秋",14.5,77.6,7.9,7.0,8.7,8.5,4.3,11.8,11.4
162,"観月　ありさ",14.5,68.5,2.9,5.0,3.1,4.3,4.4,11.4,22.2
162,"堀田　茜",14.5,55.1,8.9,4.1,2.1,1.5,20.5,1.5,2.5
166,"村上　知子",14.3,77.8,35.4,2.5,10.8,3.1,3.7,0.4,2.5
166,"飯豊　まりえ",14.3,60.9,1.0,8.5,3.9,1.4,23.4,1.7,3.3
166,"深津　絵里",14.3,60.2,0.8,6.6,6.6,3.7,3.5,9.3,27.7
166,"サ−ヤ",14.3,54.7,21.7,2.1,10.1,3.7,4.6,3.3,1.5
170,"柴田　理恵",14.1,81.2,30.9,1.4,14.7,4.4,1.4,1.2,4.4
170,"大政　絢",14.1,61.1,1.0,8.1,3.7,1.2,14.7,15.3,10.4
170,"檀　れい",14.1,62.1,0.8,8.1,2.9,4.4,4.4,10.3,30.9
170,"趣里",14.1,60.3,1.4,5.0,21.1,2.9,8.7,2.9,3.5
170,"水野　美紀",14.1,56.9,7.2,4.1,5.4,3.9,3.1,8.7,18.4
170,"井桁　弘恵",14.1,47.8,2.5,7.4,3.1,1.0,19.3,1.4,1.4
176,"本田　望結",13.9,79.7,3.3,6.8,4.4,1.4,28.2,0.6,0.4
176,"松村　沙友理",13.9,49.9,10.6,4.3,7.2,1.9,24.2,1.0,1.4
178,"木村　多江",13.7,64.2,2.7,8.3,7.9,4.6,3.9,3.1,26.1
178,"戸田　恵子",13.7,60.7,4.3,3.7,7.0,6.8,1.0,6.8,18.0
180,"きゃり−ぱみゅぱみゅ",13.5,85.9,3.9,2.5,38.5,1.0,23.4,2.1,0.6
180,"北斗　晶",13.5,81.0,19.7,1.7,14.7,6.4,0.6,10.3,2.9
180,"ＬｉＬｉＣｏ",13.5,76.6,17.8,1.4,19.1,4.3,0.8,10.8,10.3
180,"山下　美月",13.5,50.1,1.4,5.2,2.1,1.4,22.6,0.8,3.3
184,"高橋　みなみ",13.3,79.1,11.6,2.5,6.0,6.4,9.3,5.8,2.1
184,"齊藤　京子",13.3,43.7,5.4,5.4,4.6,1.2,19.3,3.3,1.4
186,"秋元　真夏",13.2,53.0,4.8,3.5,4.3,1.4,21.9,1.2,0.2
187,"中川　翔子",13.0,82.6,13.0,1.9,27.5,2.1,15.5,1.4,1.4
187,"土屋　アンナ",13.0,73.7,7.0,2.7,18.4,3.5,3.9,27.9,13.2
187,"山崎　静代",13.0,71.2,26.7,1.5,16.6,2.1,1.5,4.4,0.8
187,"山田　優",13.0,69.2,1.4,6.0,6.0,3.5,5.2,27.9,18.8
187,"長濱　ねる",13.0,60.5,1.7,5.6,4.1,1.5,29.8,1.2,1.4
187,"泉谷　星奈",13.0,32.1,0.6,2.5,0.6,0.4,20.3,0.6,0.2
193,"井森　美幸",12.8,69.2,27.7,3.3,8.5,1.7,2.5,0.6,5.6
193,"優香",12.8,65.2,5.4,6.8,2.9,2.3,20.5,2.1,7.4
193,"門脇　麦",12.8,61.9,2.7,4.6,18.0,2.9,12.4,2.7,2.3
193,"尾野　真千子",12.8,57.3,3.5,4.1,8.9,2.9,2.7,4.8,17.2
197,"小倉　優子",12.6,76.4,5.6,5.2,13.5,1.9,26.1,1.2,2.3
197,"永作　博美",12.6,55.7,0.2,6.8,4.3,3.1,11.2,3.9,22.6
197,"原　菜乃華",12.6,40.4,1.0,7.0,1.5,1.7,22.6,0.6,0.6
197,"矢吹　奈子",12.6,38.3,1.4,4.6,1.7,1.4,18.2,1.0,1.2
201,"栗山　千明",12.4,61.7,1.2,5.4,9.1,2.5,4.8,15.9,15.3
201,"新川　優愛",12.4,52.2,0.8,5.2,1.9,1.0,23.8,2.1,2.9
201,"出口　夏希",12.4,32.7,0.6,5.4,2.1,0.8,17.0,2.5,1.0
204,"松田　聖子",12.2,81.8,1.7,7.4,5.4,4.6,9.7,3.9,23.0
204,"石川　佳純",12.2,60.0,1.0,5.2,3.9,3.7,9.7,5.4,1.7
204,"貫地谷　しほり",12.2,60.5,1.0,5.8,7.0,2.5,12.6,0.8,6.2
204,"磯山　さやか",12.2,57.3,13.0,4.1,3.9,1.5,12.4,0.4,5.4
204,"井川　遥",12.2,53.2,0.6,7.2,2.1,2.3,7.0,6.8,26.3
209,"鈴木　京香",12.0,56.7,0.8,5.8,3.3,5.0,2.1,7.5,26.7
209,"村重　杏奈",12.0,59.0,16.1,1.5,7.5,0.8,14.5,0.2,0.8
211,"井上　咲楽",11.8,67.7,10.6,3.5,11.6,2.7,13.7,0.8,0.6
211,"川島　海荷",11.8,66.2,1.2,8.1,2.9,2.3,24.0,1.0,2.1
211,"玉城　ティナ",11.8,60.9,0.8,3.9,6.0,1.0,26.3,2.3,2.5
211,"福本　莉子",11.8,37.9,0.8,5.4,1.9,1.4,17.6,0.8,1.5
215,"ベッキ−",11.6,85.5,14.5,1.7,16.2,1.5,8.7,1.7,2.9
215,"永野　芽郁",11.6,85.1,3.1,5.0,9.1,0.8,29.4,1.7,1.0
215,"沢口　靖子",11.6,55.7,1.7,6.2,4.3,3.5,3.1,6.0,18.4
215,"齊藤　なぎさ",11.6,45.6,1.2,3.5,3.5,1.0,26.3,0.2,1.2
215,"富田　望生",11.6,39.7,3.9,2.7,10.4,1.9,7.4,1.0,1.0
215,"桜井　ユキ",11.6,35.8,0.2,4.6,5.8,2.3,3.9,8.5,11.6
221,"黒木　瞳",11.4,71.4,1.0,7.2,4.8,4.3,4.4,9.3,30.4
221,"高橋メアリ−ジュン",11.4,66.0,3.1,4.6,7.4,3.3,6.0,17.6,11.4
221,"大原　櫻子",11.4,65.2,1.4,4.3,5.0,1.4,22.4,1.2,1.2
221,"石井　杏奈",11.4,39.8,0.6,4.4,3.7,2.3,11.2,5.0,1.7
225,"宮沢　りえ",11.2,71.4,0.8,6.0,6.6,3.3,1.9,8.9,30.4
226,"北乃　きい",11.0,72.1,2.5,5.4,4.8,1.5,21.9,0.8,1.5
226,"大地　真央",11.0,64.2,3.7,3.1,5.6,5.2,1.4,13.2,28.8
226,"生駒　里奈",11.0,62.3,2.5,5.2,7.4,0.2,19.0,2.1,0.8
226,"橋本　愛",11.0,57.8,1.2,5.8,11.2,1.2,14.5,7.2,4.3
226,"内田　理央",11.0,53.6,1.4,4.1,4.8,1.2,22.4,4.4,4.1
226,"松雪　泰子",11.0,47.8,1.2,5.0,3.5,2.7,1.5,6.2,22.2
226,"貴島　明日香",11.0,47.8,0.6,6.4,2.1,1.0,19.9,2.5,2.5
233,"丸山　桂里奈",10.8,76.6,30.2,1.4,17.0,0.8,2.5,1.4,1.4
233,"神田　愛花",10.8,63.1,19.1,2.7,10.8,4.3,4.4,1.4,2.1
233,"島崎　和歌子",10.8,64.0,23.2,1.9,5.2,3.5,0.8,2.5,7.9
233,"矢田　亜希子",10.8,53.4,2.9,4.1,3.1,1.7,8.1,1.7,14.9
237,"片桐　はいり",10.6,68.3,8.5,1.5,34.8,2.5,0.8,2.5,5.6
237,"薬師丸　ひろ子",10.6,69.8,1.0,4.6,2.7,3.5,3.5,2.7,30.6
237,"高梨　臨",10.6,41.0,1.2,6.6,2.3,2.1,12.2,4.8,6.6
237,"山口　智子",10.6,42.9,3.5,3.7,3.5,2.9,2.5,7.2,16.4
241,"小雪",10.4,72.1,1.4,7.2,7.9,3.5,1.9,11.0,30.2
241,"森　香澄",10.4,57.4,2.7,4.4,3.9,0.6,27.7,1.5,1.7
