csv_name,db_name,account_id,match_ratio,power_score,target_segment_id,file
IS:SUE,IS：SUE,4648,fuzzy_0.83,2.9,15,TPR_男性35～49_202508.csv
King & Prince,King&Prince,2971,fuzzy_0.92,45.8,11,TPR_女性35～49_202508.csv
松尾駿（チョコレートプラネット）,チョコレートプラネット,2642,fuzzy_0.81,41.6,11,TPR_女性35～49_202508.csv
Snow Man,SnowMan,3428,fuzzy_0.93,39.3,11,TPR_女性35～49_202508.csv
Mrs.GREEN APPLE,Mrs.GREENAPPLE,4176,fuzzy_0.97,38.0,11,TPR_女性35～49_202508.csv
ディーン・フジオカ,ディーンフジオカ,271,fuzzy_0.94,37.8,11,TPR_女性35～49_202508.csv
大森元貴（Mrs.GREEN APPLE）,Mrs.GREENAPPLE,4176,fuzzy_0.80,36.7,11,TPR_女性35～49_202508.csv
ミッツ・マングローブ,ミッツマングローブ,1624,fuzzy_0.95,33.8,11,TPR_女性35～49_202508.csv
SEKAI NO OWARI,SEKAINOOWARI,1796,fuzzy_0.92,32.7,11,TPR_女性35～49_202508.csv
Hey! Say! JUMP,Hey!Say!JUMP,1632,fuzzy_0.92,32.7,11,TPR_女性35～49_202508.csv
Travis Japan,TravisJapan,3774,fuzzy_0.96,32.4,11,TPR_女性35～49_202508.csv
長野博,‎長野博,3811,fuzzy_0.86,31.3,11,TPR_女性35～49_202508.csv
Creepy Nuts,CreepyNuts,4684,fuzzy_0.95,30.4,11,TPR_女性35～49_202508.csv
King Gnu,KingGnu,3177,fuzzy_0.93,28.2,11,TPR_女性35～49_202508.csv
back number,backnumber,2838,fuzzy_0.95,28.0,11,TPR_女性35～49_202508.csv
Aぇ! group,Aぇ!group,4028,fuzzy_0.94,26.9,11,TPR_女性35～49_202508.csv
"Koki,","Kōki,",2677,fuzzy_0.80,26.0,11,TPR_女性35～49_202508.csv
横尾渉（Kis-My-Ft2）,Kis-My-Ft2,2044,fuzzy_0.80,25.3,11,TPR_女性35～49_202508.csv
EXILE TAKAHIRO,EXILETAKAHIRO,604,fuzzy_0.96,24.9,11,TPR_女性35～49_202508.csv
片寄涼太(GENERATIONS from EXILE TRIBE),GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,20.9,11,TPR_女性35～49_202508.csv
ONE OK ROCK,ONEOKROCK,1769,fuzzy_0.90,20.9,11,TPR_女性35～49_202508.csv
八木勇征（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,19.8,11,TPR_女性35～49_202508.csv
白濱亜嵐（GENERATIONS from EXILE TRIBE）,GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,19.6,11,TPR_女性35～49_202508.csv
KEY TO LIT,KEYTOLIT,3121,fuzzy_0.89,19.3,11,TPR_女性35～49_202508.csv
SUPER BEAVER,SUPERBEAVER,4437,fuzzy_0.96,18.7,11,TPR_女性35～49_202508.csv
B&ZAI,B＆ZAI,4210,fuzzy_0.80,18.7,11,TPR_女性35～49_202508.csv
Little Glee Monster,LittleGleeMonster,2689,fuzzy_0.94,18.4,11,TPR_女性35～49_202508.csv
ナダル（コロコロチキチキペッパーズ）,コロコロチキチキペッパーズ,2909,fuzzy_0.84,18.0,11,TPR_女性35～49_202508.csv
ハシヤスメ・アツコ,ハシヤスメアツコ,4369,fuzzy_0.94,17.1,11,TPR_女性35～49_202508.csv
LE SSERAFIM,LESSERAFIM,4237,fuzzy_0.95,14.2,11,TPR_女性35～49_202508.csv
三代目 J SOUL BROTHERS from EXILE TRIBE,三代目JSOULBROTHERSfromEXILETRIBE,525,fuzzy_0.91,13.1,11,TPR_女性35～49_202508.csv
GENERATIONS from EXILE TRIBE,GENERATIONSfromEXILETRIBE,524,fuzzy_0.94,12.4,11,TPR_女性35～49_202508.csv
佐藤大樹（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,11.8,11,TPR_女性35～49_202508.csv
FRUITS ZIPPER,FRUITSZIPPER,4220,fuzzy_0.96,10.9,11,TPR_女性35～49_202508.csv
FANTASTICS from EXILE TRIBE,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.94,9.8,11,TPR_女性35～49_202508.csv
佐野玲於（GENERATIONS from EXILE TRIBE）,GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,9.6,11,TPR_女性35～49_202508.csv
Stray Kids,StrayKids,4416,fuzzy_0.95,8.9,11,TPR_女性35～49_202508.csv
中島颯太（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,8.9,11,TPR_女性35～49_202508.csv
川村壱馬（THE RAMPAGE from EXILE TRIBE）,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.83,8.7,11,TPR_女性35～49_202508.csv
Tani Yuuki,TaniYuuki,4436,fuzzy_0.95,8.7,11,TPR_女性35～49_202508.csv
吉野北人（THE RAMPAGE from EXILE TRIBE）,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.83,8.7,11,TPR_女性35～49_202508.csv
CUTIE STREET,CUTIESTREET,4563,fuzzy_0.96,8.4,11,TPR_女性35～49_202508.csv
THE RAMPAGE from EXILE TRIBE,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.92,7.6,11,TPR_女性35～49_202508.csv
≒JOY,JOY,1595,fuzzy_0.86,6.7,11,TPR_女性35～49_202508.csv
’＝LOVE,＝LOVE,4564,fuzzy_0.91,6.2,11,TPR_女性35～49_202508.csv
LIL LEAGUE from EXILE TRIBE,LILLEAGUEfromEXILETRIBE,4580,fuzzy_0.92,4.9,11,TPR_女性35～49_202508.csv
木村慧人（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,4.4,11,TPR_女性35～49_202508.csv
IS:SUE,IS：SUE,4648,fuzzy_0.83,2.4,11,TPR_女性35～49_202508.csv
ディーン・フジオカ,ディーンフジオカ,271,fuzzy_0.94,21.3,16,TPR_男性50～69_202508.csv
松尾駿（チョコレートプラネット）,チョコレートプラネット,2642,fuzzy_0.81,20.4,16,TPR_男性50～69_202508.csv
ミッツ・マングローブ,ミッツマングローブ,1624,fuzzy_0.95,17.6,16,TPR_男性50～69_202508.csv
Mrs.GREEN APPLE,Mrs.GREENAPPLE,4176,fuzzy_0.97,16.7,16,TPR_男性50～69_202508.csv
SEKAI NO OWARI,SEKAINOOWARI,1796,fuzzy_0.92,15.3,16,TPR_男性50～69_202508.csv
ナダル（コロコロチキチキペッパーズ）,コロコロチキチキペッパーズ,2909,fuzzy_0.84,14.7,16,TPR_男性50～69_202508.csv
EXILE TAKAHIRO,EXILETAKAHIRO,604,fuzzy_0.96,14.0,16,TPR_男性50～69_202508.csv
大森元貴（Mrs.GREEN APPLE）,Mrs.GREENAPPLE,4176,fuzzy_0.80,12.7,16,TPR_男性50～69_202508.csv
Snow Man,SnowMan,3428,fuzzy_0.93,12.2,16,TPR_男性50～69_202508.csv
Little Glee Monster,LittleGleeMonster,2689,fuzzy_0.94,12.2,16,TPR_男性50～69_202508.csv
長野博,‎長野博,3811,fuzzy_0.86,11.1,16,TPR_男性50～69_202508.csv
King & Prince,King&Prince,2971,fuzzy_0.92,10.9,16,TPR_男性50～69_202508.csv
King Gnu,KingGnu,3177,fuzzy_0.93,10.9,16,TPR_男性50～69_202508.csv
Creepy Nuts,CreepyNuts,4684,fuzzy_0.95,10.9,16,TPR_男性50～69_202508.csv
back number,backnumber,2838,fuzzy_0.95,10.2,16,TPR_男性50～69_202508.csv
"Koki,","Kōki,",2677,fuzzy_0.80,9.1,16,TPR_男性50～69_202508.csv
Hey! Say! JUMP,Hey!Say!JUMP,1632,fuzzy_0.92,8.9,16,TPR_男性50～69_202508.csv
片寄涼太(GENERATIONS from EXILE TRIBE),GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,8.4,16,TPR_男性50～69_202508.csv
≒JOY,JOY,1595,fuzzy_0.86,8.0,16,TPR_男性50～69_202508.csv
ハシヤスメ・アツコ,ハシヤスメアツコ,4369,fuzzy_0.94,8.0,16,TPR_男性50～69_202508.csv
ONE OK ROCK,ONEOKROCK,1769,fuzzy_0.90,8.0,16,TPR_男性50～69_202508.csv
三代目 J SOUL BROTHERS from EXILE TRIBE,三代目JSOULBROTHERSfromEXILETRIBE,525,fuzzy_0.91,7.6,16,TPR_男性50～69_202508.csv
LE SSERAFIM,LESSERAFIM,4237,fuzzy_0.95,7.3,16,TPR_男性50～69_202508.csv
Travis Japan,TravisJapan,3774,fuzzy_0.96,6.2,16,TPR_男性50～69_202508.csv
白濱亜嵐（GENERATIONS from EXILE TRIBE）,GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,6.0,16,TPR_男性50～69_202508.csv
’＝LOVE,＝LOVE,4564,fuzzy_0.91,4.7,16,TPR_男性50～69_202508.csv
FRUITS ZIPPER,FRUITSZIPPER,4220,fuzzy_0.96,4.7,16,TPR_男性50～69_202508.csv
GENERATIONS from EXILE TRIBE,GENERATIONSfromEXILETRIBE,524,fuzzy_0.94,4.4,16,TPR_男性50～69_202508.csv
横尾渉（Kis-My-Ft2）,Kis-My-Ft2,2044,fuzzy_0.80,4.2,16,TPR_男性50～69_202508.csv
Aぇ! group,Aぇ!group,4028,fuzzy_0.94,4.0,16,TPR_男性50～69_202508.csv
FANTASTICS from EXILE TRIBE,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.94,3.1,16,TPR_男性50～69_202508.csv
SUPER BEAVER,SUPERBEAVER,4437,fuzzy_0.96,2.9,16,TPR_男性50～69_202508.csv
LIL LEAGUE from EXILE TRIBE,LILLEAGUEfromEXILETRIBE,4580,fuzzy_0.92,2.9,16,TPR_男性50～69_202508.csv
THE RAMPAGE from EXILE TRIBE,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.92,2.7,16,TPR_男性50～69_202508.csv
CUTIE STREET,CUTIESTREET,4563,fuzzy_0.96,2.4,16,TPR_男性50～69_202508.csv
佐野玲於（GENERATIONS from EXILE TRIBE）,GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,2.4,16,TPR_男性50～69_202508.csv
八木勇征（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,2.4,16,TPR_男性50～69_202508.csv
Stray Kids,StrayKids,4416,fuzzy_0.95,1.8,16,TPR_男性50～69_202508.csv
中島颯太（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,1.8,16,TPR_男性50～69_202508.csv
Tani Yuuki,TaniYuuki,4436,fuzzy_0.95,1.3,16,TPR_男性50～69_202508.csv
KEY TO LIT,KEYTOLIT,3121,fuzzy_0.89,0.9,16,TPR_男性50～69_202508.csv
川村壱馬（THE RAMPAGE from EXILE TRIBE）,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.83,0.7,16,TPR_男性50～69_202508.csv
吉野北人（THE RAMPAGE from EXILE TRIBE）,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.83,0.4,16,TPR_男性50～69_202508.csv
IS:SUE,IS：SUE,4648,fuzzy_0.83,0.2,16,TPR_男性50～69_202508.csv
木村慧人（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,0.2,16,TPR_男性50～69_202508.csv
佐藤大樹（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,0.2,16,TPR_男性50～69_202508.csv
B&ZAI,B＆ZAI,4210,fuzzy_0.80,0.2,16,TPR_男性50～69_202508.csv
Snow Man,SnowMan,3428,fuzzy_0.93,44.2,12,TPR_女性50～69_202508.csv
ディーン・フジオカ,ディーンフジオカ,271,fuzzy_0.94,44.0,12,TPR_女性50～69_202508.csv
Mrs.GREEN APPLE,Mrs.GREENAPPLE,4176,fuzzy_0.97,35.6,12,TPR_女性50～69_202508.csv
ミッツ・マングローブ,ミッツマングローブ,1624,fuzzy_0.95,34.7,12,TPR_女性50～69_202508.csv
松尾駿（チョコレートプラネット）,チョコレートプラネット,2642,fuzzy_0.81,34.4,12,TPR_女性50～69_202508.csv
大森元貴（Mrs.GREEN APPLE）,Mrs.GREENAPPLE,4176,fuzzy_0.80,34.0,12,TPR_女性50～69_202508.csv
King & Prince,King&Prince,2971,fuzzy_0.92,33.1,12,TPR_女性50～69_202508.csv
Hey! Say! JUMP,Hey!Say!JUMP,1632,fuzzy_0.92,31.8,12,TPR_女性50～69_202508.csv
SEKAI NO OWARI,SEKAINOOWARI,1796,fuzzy_0.92,28.2,12,TPR_女性50～69_202508.csv
King Gnu,KingGnu,3177,fuzzy_0.93,27.6,12,TPR_女性50～69_202508.csv
Travis Japan,TravisJapan,3774,fuzzy_0.96,25.8,12,TPR_女性50～69_202508.csv
長野博,‎長野博,3811,fuzzy_0.86,25.1,12,TPR_女性50～69_202508.csv
back number,backnumber,2838,fuzzy_0.95,24.0,12,TPR_女性50～69_202508.csv
EXILE TAKAHIRO,EXILETAKAHIRO,604,fuzzy_0.96,21.6,12,TPR_女性50～69_202508.csv
白濱亜嵐（GENERATIONS from EXILE TRIBE）,GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,20.4,12,TPR_女性50～69_202508.csv
Creepy Nuts,CreepyNuts,4684,fuzzy_0.95,19.3,12,TPR_女性50～69_202508.csv
片寄涼太(GENERATIONS from EXILE TRIBE),GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,18.4,12,TPR_女性50～69_202508.csv
Little Glee Monster,LittleGleeMonster,2689,fuzzy_0.94,17.6,12,TPR_女性50～69_202508.csv
Aぇ! group,Aぇ!group,4028,fuzzy_0.94,16.9,12,TPR_女性50～69_202508.csv
横尾渉（Kis-My-Ft2）,Kis-My-Ft2,2044,fuzzy_0.80,16.2,12,TPR_女性50～69_202508.csv
ONE OK ROCK,ONEOKROCK,1769,fuzzy_0.90,15.8,12,TPR_女性50～69_202508.csv
"Koki,","Kōki,",2677,fuzzy_0.80,15.3,12,TPR_女性50～69_202508.csv
ナダル（コロコロチキチキペッパーズ）,コロコロチキチキペッパーズ,2909,fuzzy_0.84,14.4,12,TPR_女性50～69_202508.csv
三代目 J SOUL BROTHERS from EXILE TRIBE,三代目JSOULBROTHERSfromEXILETRIBE,525,fuzzy_0.91,13.8,12,TPR_女性50～69_202508.csv
SUPER BEAVER,SUPERBEAVER,4437,fuzzy_0.96,13.1,12,TPR_女性50～69_202508.csv
八木勇征（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,12.2,12,TPR_女性50～69_202508.csv
GENERATIONS from EXILE TRIBE,GENERATIONSfromEXILETRIBE,524,fuzzy_0.94,10.4,12,TPR_女性50～69_202508.csv
吉野北人（THE RAMPAGE from EXILE TRIBE）,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.83,10.4,12,TPR_女性50～69_202508.csv
THE RAMPAGE from EXILE TRIBE,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.92,9.8,12,TPR_女性50～69_202508.csv
佐藤大樹（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,9.3,12,TPR_女性50～69_202508.csv
FANTASTICS from EXILE TRIBE,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.94,8.2,12,TPR_女性50～69_202508.csv
ハシヤスメ・アツコ,ハシヤスメアツコ,4369,fuzzy_0.94,7.8,12,TPR_女性50～69_202508.csv
FRUITS ZIPPER,FRUITSZIPPER,4220,fuzzy_0.96,7.8,12,TPR_女性50～69_202508.csv
LE SSERAFIM,LESSERAFIM,4237,fuzzy_0.95,7.8,12,TPR_女性50～69_202508.csv
川村壱馬（THE RAMPAGE from EXILE TRIBE）,THERAMPAGEfromEXILETRIBE,523,fuzzy_0.83,7.3,12,TPR_女性50～69_202508.csv
≒JOY,JOY,1595,fuzzy_0.86,7.3,12,TPR_女性50～69_202508.csv
木村慧人（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,6.7,12,TPR_女性50～69_202508.csv
佐野玲於（GENERATIONS from EXILE TRIBE）,GENERATIONSfromEXILETRIBE,524,fuzzy_0.85,6.0,12,TPR_女性50～69_202508.csv
Stray Kids,StrayKids,4416,fuzzy_0.95,6.0,12,TPR_女性50～69_202508.csv
B&ZAI,B＆ZAI,4210,fuzzy_0.80,5.6,12,TPR_女性50～69_202508.csv
KEY TO LIT,KEYTOLIT,3121,fuzzy_0.89,5.3,12,TPR_女性50～69_202508.csv
中島颯太（FANTASTICS from EXILE TRIBE）,FANTASTICSfromEXILETRIBE,1414,fuzzy_0.84,4.4,12,TPR_女性50～69_202508.csv
Tani Yuuki,TaniYuuki,4436,fuzzy_0.95,4.2,12,TPR_女性50～69_202508.csv
CUTIE STREET,CUTIESTREET,4563,fuzzy_0.96,3.6,12,TPR_女性50～69_202508.csv
’＝LOVE,＝LOVE,4564,fuzzy_0.91,2.9,12,TPR_女性50～69_202508.csv
LIL LEAGUE from EXILE TRIBE,LILLEAGUEfromEXILETRIBE,4580,fuzzy_0.92,2.7,12,TPR_女性50～69_202508.csv
IS:SUE,IS：SUE,4648,fuzzy_0.83,0.9,12,TPR_女性50～69_202508.csv
